month,t_sec,band_c,n,med_spread,p90_spread,med_top3_bid,p90_top3_bid,med_top3_ask,p90_top3_ask
ALL,135.0,94,1,0.01,0.01,1942.9,1942.9,2273.2,2273.2
ALL,150.0,4,2,0.02,0.028,14387.9,23902.4,560.2,708.1
ALL,150.0,6,2,0.01,0.01,3059.0,4095.6,1178.8,1433.7
ALL,150.0,8,2,0.01,0.01,1898.9,1983.0,1481.8,1877.6
ALL,150.0,10,7,0.01,0.022,1808.3,2217.8,1121.0,3194.9
ALL,150.0,12,10,0.01,0.031,1003.5,2523.3,693.0,2919.6
ALL,150.0,14,14,0.01,0.062,1045.9,3037.3,531.1,1343.0
ALL,150.0,16,15,0.01,0.026,1566.2,5071.2,1573.1,4620.9
ALL,150.0,18,26,0.01,0.025,744.9,2313.7,845.1,2763.3
ALL,150.0,20,28,0.01,0.02,1508.6,2627.3,1073.3,2121.7
ALL,150.0,22,34,0.01,0.04,906.4,3063.0,560.1,2127.5
ALL,150.0,24,25,0.01,0.03,658.0,3633.0,989.5,3428.0
ALL,150.0,26,41,0.01,0.03,756.9,2352.0,828.2,2667.8
ALL,150.0,28,48,0.01,0.04,1003.8,3138.2,903.7,2442.2
ALL,150.0,30,62,0.01,0.03,1211.8,4613.9,949.7,2670.4
ALL,150.0,32,70,0.01,0.04,1032.3,2800.3,1003.9,3538.0
ALL,150.0,34,67,0.01,0.03,931.5,3119.7,731.3,3451.8
ALL,150.0,36,68,0.01,0.033,912.6,2511.9,981.8,2601.2
ALL,150.0,38,68,0.01,0.03,857.4,3290.1,825.9,2597.9
ALL,150.0,40,77,0.01,0.03,708.6,2932.6,928.5,2609.4
ALL,150.0,42,69,0.01,0.03,1175.0,3305.6,1077.8,2546.0
ALL,150.0,44,80,0.01,0.03,770.0,2637.8,800.6,2375.7
ALL,150.0,46,77,0.01,0.04,910.6,2579.7,781.0,2688.5
ALL,150.0,48,90,0.01,0.03,848.9,4436.9,758.1,4120.9
ALL,150.0,50,111,0.01,0.02,1518.4,5664.5,1331.1,5058.5
ALL,150.0,52,80,0.01,0.03,885.5,3664.1,784.3,2854.1
ALL,150.0,54,78,0.01,0.04,719.9,3965.7,763.7,2817.4
ALL,150.0,56,83,0.01,0.04,970.0,2527.0,1002.5,3630.0
ALL,150.0,58,78,0.01,0.03,797.0,2133.8,688.6,2092.2
ALL,150.0,60,76,0.01,0.03,838.2,2703.8,705.8,2094.1
ALL,150.0,62,65,0.01,0.036,1006.1,3292.9,886.0,2736.4
ALL,150.0,64,65,0.01,0.026,1037.1,2806.6,962.6,3256.7
ALL,150.0,66,57,0.01,0.04,982.0,2290.8,901.6,1813.4
ALL,150.0,68,57,0.01,0.02,784.0,3561.3,1217.4,2952.7
ALL,150.0,70,47,0.01,0.03,901.9,3250.8,900.6,3865.7
ALL,150.0,72,48,0.01,0.023,1031.0,2426.2,1010.2,2546.2
ALL,150.0,74,36,0.01,0.02,1172.9,2998.9,1059.7,2954.3
ALL,150.0,76,31,0.01,0.03,955.3,2879.4,1122.6,3162.6
ALL,150.0,78,27,0.01,0.034,851.4,2645.4,1270.1,2632.3
ALL,150.0,80,22,0.01,0.03,832.7,1908.6,1213.3,2805.7
ALL,150.0,82,13,0.01,0.036,892.5,1793.7,546.2,1303.0
ALL,150.0,84,15,0.01,0.04,1165.5,2329.6,1286.0,2096.6
ALL,150.0,86,7,0.01,0.028,1595.0,4319.0,1400.1,4463.2
ALL,150.0,88,5,0.01,0.01,1042.8,1506.6,1648.7,2736.5
ALL,150.0,90,4,0.01,0.01,1119.5,2015.1,988.5,1285.8
ALL,150.0,92,2,0.01,0.01,3669.2,5476.6,3834.8,6295.0
ALL,150.0,94,1,0.01,0.01,459.7,459.7,1881.1,1881.1
ALL,165.0,4,1,0.01,0.01,1913.3,1913.3,1198.1,1198.1
ALL,165.0,6,3,0.01,0.01,1974.1,3089.8,885.2,2178.2
ALL,165.0,8,4,0.01,0.038,1345.8,1681.3,1217.1,2591.5
ALL,165.0,10,9,0.01,0.032,1212.4,6113.7,1851.2,4213.9
ALL,165.0,12,7,0.01,0.014,1173.2,2842.9,1258.2,2589.6
ALL,165.0,14,18,0.015,0.05,1265.5,2699.5,867.8,3872.5
ALL,165.0,16,23,0.01,0.03,744.2,1674.4,873.3,1714.6
ALL,165.0,18,21,0.01,0.01,1146.3,2230.9,1553.3,4521.3
ALL,165.0,20,32,0.01,0.03,1007.5,2528.3,823.7,2527.8
ALL,165.0,22,41,0.01,0.04,986.7,3640.0,987.0,2882.8
ALL,165.0,24,34,0.01,0.03,959.6,2730.2,1206.4,3911.1
ALL,165.0,26,33,0.01,0.028,1060.0,2826.3,982.0,2113.4
ALL,165.0,28,51,0.01,0.05,891.3,3053.5,791.5,4494.3
ALL,165.0,30,66,0.01,0.035,829.6,2775.7,1192.6,3719.4
ALL,165.0,32,64,0.01,0.03,1324.1,3165.0,834.0,3056.8
ALL,165.0,34,70,0.01,0.04,889.0,2595.9,723.9,1971.7
ALL,165.0,36,66,0.01,0.035,1105.5,3269.8,870.1,2307.1
ALL,165.0,38,65,0.01,0.04,794.2,2960.5,967.6,2860.6
ALL,165.0,40,73,0.01,0.028,811.3,3800.2,998.8,3946.3
ALL,165.0,42,54,0.01,0.04,791.8,2913.3,750.8,3026.0
ALL,165.0,44,76,0.01,0.04,1054.1,2134.3,794.3,1846.2
ALL,165.0,46,74,0.01,0.03,1068.1,4349.1,863.1,2569.7
ALL,165.0,48,75,0.01,0.02,933.1,4669.3,876.7,3994.9
ALL,165.0,50,108,0.01,0.02,1520.7,5599.9,1297.9,4972.0
ALL,165.0,52,66,0.01,0.03,683.3,2430.8,761.9,2641.2
ALL,165.0,54,93,0.01,0.04,948.1,2694.8,750.0,2515.7
ALL,165.0,56,84,0.01,0.03,934.5,2533.0,825.3,2788.9
ALL,165.0,58,81,0.01,0.03,973.0,2824.4,825.0,2617.0
ALL,165.0,60,61,0.01,0.02,1133.0,2620.0,950.1,2963.2
ALL,165.0,62,73,0.01,0.06,756.9,2493.8,743.6,3450.8
ALL,165.0,64,65,0.01,0.04,873.0,3018.4,968.2,2460.6
ALL,165.0,66,68,0.01,0.03,844.8,1866.7,1146.2,2386.3
ALL,165.0,68,44,0.01,0.03,776.2,2062.3,779.1,2840.5
ALL,165.0,70,52,0.01,0.03,969.8,2460.5,1122.4,3233.5
ALL,165.0,72,45,0.01,0.036,810.6,3352.9,906.3,3651.0
ALL,165.0,74,40,0.01,0.02,1244.2,3745.1,1254.3,3575.4
ALL,165.0,76,25,0.01,0.036,1021.9,2868.5,724.6,2434.1
ALL,165.0,78,28,0.01,0.02,1013.5,2917.5,960.3,3034.4
ALL,165.0,80,29,0.01,0.032,991.0,1668.7,1090.0,1808.6
ALL,165.0,82,27,0.01,0.03,729.9,1865.9,1006.7,2104.9
ALL,165.0,84,20,0.01,0.031,1028.2,3355.0,881.2,3532.3
ALL,165.0,86,7,0.01,0.062,1114.1,2368.4,1712.3,4342.3
ALL,165.0,88,5,0.01,0.016,719.6,3714.1,1306.2,5063.1
ALL,165.0,90,5,0.01,0.01,2442.8,4046.3,1353.7,4377.9
ALL,165.0,92,3,0.01,0.01,2197.1,2693.0,2495.0,3193.6
ALL,165.0,96,1,0.02,0.02,3122.5,3122.5,10726.1,10726.1
ALL,180.0,4,2,0.015,0.019,14225.4,23484.4,391.4,525.2
ALL,180.0,6,2,0.01,0.01,2485.4,2973.8,1826.3,2616.1
ALL,180.0,8,6,0.01,0.015,1543.8,3129.2,1047.7,1961.4
ALL,180.0,10,13,0.01,0.028,2053.8,4219.3,699.8,3918.5
ALL,180.0,12,17,0.01,0.02,1625.4,5691.1,938.2,3598.9
ALL,180.0,14,20,0.01,0.031,1128.2,3307.9,701.1,3326.9
ALL,180.0,16,29,0.01,0.05,785.0,3053.8,780.5,2685.4
ALL,180.0,18,21,0.01,0.02,1333.5,2365.8,1117.2,2577.7
ALL,180.0,20,23,0.01,0.046,933.1,1772.7,983.7,2216.8
ALL,180.0,22,37,0.01,0.04,1262.7,2630.6,1021.7,2578.1
ALL,180.0,24,37,0.01,0.04,1062.7,2576.7,752.0,3701.1
ALL,180.0,26,52,0.01,0.02,1185.0,4382.9,786.9,3972.1
ALL,180.0,28,51,0.01,0.04,883.5,2972.4,772.8,2606.9
ALL,180.0,30,59,0.01,0.03,801.7,3781.7,1001.9,2384.5
ALL,180.0,32,56,0.01,0.03,999.2,2270.6,1209.2,2967.0
ALL,180.0,34,65,0.01,0.036,896.5,3851.1,827.6,2505.3
ALL,180.0,36,76,0.01,0.035,1099.5,2820.0,913.8,2706.5
ALL,180.0,38,62,0.01,0.02,887.2,2802.4,913.8,2744.3
ALL,180.0,40,60,0.01,0.041,688.0,3242.1,786.1,2859.6
ALL,180.0,42,58,0.01,0.033,1080.4,3049.3,842.6,3279.3
ALL,180.0,44,58,0.01,0.03,766.9,2380.3,817.8,1933.2
ALL,180.0,46,68,0.01,0.033,778.9,2620.3,744.3,2577.6
ALL,180.0,48,81,0.01,0.04,971.3,4324.1,1000.9,3859.1
ALL,180.0,50,116,0.01,0.02,1424.6,5618.4,1317.1,4990.8
ALL,180.0,52,75,0.01,0.02,917.2,3148.1,938.9,3085.2
ALL,180.0,54,67,0.01,0.03,826.4,3128.1,908.0,2441.5
ALL,180.0,56,79,0.01,0.04,718.8,2454.2,787.3,2680.8
ALL,180.0,58,50,0.01,0.021,1124.2,2223.0,763.3,2920.5
ALL,180.0,60,72,0.01,0.03,931.7,2927.5,779.8,4143.4
ALL,180.0,62,85,0.01,0.036,939.4,2759.6,1022.6,2939.7
ALL,180.0,64,68,0.01,0.033,872.8,2668.7,861.1,2182.7
ALL,180.0,66,64,0.01,0.03,1124.1,3136.5,1163.4,2459.7
ALL,180.0,68,51,0.01,0.03,945.9,3074.9,659.1,2066.5
ALL,180.0,70,47,0.01,0.054,1095.5,2686.5,1018.7,3221.9
ALL,180.0,72,60,0.01,0.03,1131.9,2389.3,909.5,2756.1
ALL,180.0,74,40,0.01,0.02,1034.3,2374.6,953.4,4182.8
ALL,180.0,76,28,0.01,0.046,1092.9,3186.1,1687.6,3380.6
ALL,180.0,78,28,0.01,0.023,1165.2,2205.7,1056.5,3357.0
ALL,180.0,80,31,0.01,0.03,1112.0,2379.6,904.3,1995.4
ALL,180.0,82,26,0.01,0.015,1289.9,2755.4,1149.2,4040.9
ALL,180.0,84,17,0.01,0.028,1565.1,3012.2,1238.7,4036.5
ALL,180.0,86,15,0.01,0.026,744.8,1230.1,621.2,2865.1
ALL,180.0,88,12,0.01,0.029,1336.7,3855.0,1556.8,4067.7
ALL,180.0,90,3,0.01,0.01,1749.0,1868.6,1229.0,2495.6
ALL,180.0,92,2,0.01,0.01,2195.3,2844.9,1623.6,2321.7
ALL,180.0,94,1,0.01,0.01,829.9,829.9,2193.6,2193.6
ALL,180.0,96,1,0.02,0.02,3187.3,3187.3,7162.4,7162.4
ALL,195.0,4,1,0.01,0.01,7846.2,7846.2,1828.1,1828.1
ALL,195.0,6,9,0.01,0.01,1629.7,2601.9,1083.4,4748.3
ALL,195.0,8,5,0.01,0.036,1760.2,3976.4,700.0,1217.4
ALL,195.0,10,12,0.01,0.01,2007.9,2885.8,1797.3,4243.2
ALL,195.0,12,14,0.01,0.027,1001.3,6747.7,1494.3,5695.7
ALL,195.0,14,24,0.01,0.03,1456.4,4080.9,1134.4,4476.2
ALL,195.0,16,22,0.01,0.049,981.7,1847.5,863.4,2163.3
ALL,195.0,18,27,0.01,0.034,1255.3,2434.1,1130.4,2097.5
ALL,195.0,20,28,0.01,0.033,672.5,3466.6,1483.6,3834.5
ALL,195.0,22,38,0.01,0.033,988.2,3314.3,898.1,3163.6
ALL,195.0,24,44,0.01,0.04,1200.3,4303.9,971.8,3837.2
ALL,195.0,26,54,0.01,0.03,782.6,2761.7,795.0,2566.7
ALL,195.0,28,71,0.01,0.04,790.7,1999.1,617.1,2442.2
ALL,195.0,30,50,0.01,0.031,757.3,3074.7,868.2,2018.6
ALL,195.0,32,58,0.01,0.04,896.9,2425.9,807.5,3067.3
ALL,195.0,34,50,0.01,0.03,936.4,2494.7,700.2,2298.6
ALL,195.0,36,68,0.01,0.023,948.2,3378.8,892.5,2572.9
ALL,195.0,38,65,0.01,0.036,741.5,3372.2,722.0,4280.0
ALL,195.0,40,62,0.01,0.03,791.7,2303.6,745.6,1835.9
ALL,195.0,42,50,0.01,0.05,874.3,3211.9,798.8,2280.7
ALL,195.0,44,58,0.01,0.023,911.6,2693.0,615.4,2045.9
ALL,195.0,46,61,0.01,0.03,1005.6,3180.9,902.0,3921.8
ALL,195.0,48,75,0.01,0.03,969.8,5603.5,958.4,3994.9
ALL,195.0,50,121,0.01,0.02,1092.0,5361.8,1494.7,4923.2
ALL,195.0,52,73,0.01,0.03,590.0,2240.7,691.6,1679.3
ALL,195.0,54,59,0.01,0.032,795.0,2186.5,599.1,2079.3
ALL,195.0,56,73,0.01,0.02,727.2,2857.7,817.0,2654.0
ALL,195.0,58,63,0.01,0.03,1020.0,2640.4,809.5,2329.8
ALL,195.0,60,57,0.01,0.03,819.0,3491.9,837.6,3078.7
ALL,195.0,62,75,0.01,0.04,655.3,2167.9,840.3,3032.9
ALL,195.0,64,77,0.01,0.04,943.9,3191.5,864.0,2769.8
ALL,195.0,66,72,0.01,0.039,1156.9,2863.2,878.3,2885.6
ALL,195.0,68,57,0.01,0.04,853.5,2634.8,1100.3,2690.9
ALL,195.0,70,43,0.01,0.03,744.5,3156.7,854.8,2750.6
ALL,195.0,72,53,0.01,0.04,913.8,2736.2,856.3,2568.7
ALL,195.0,74,48,0.01,0.03,778.1,2624.3,1090.1,2449.6
ALL,195.0,76,26,0.01,0.02,1122.1,2408.5,1241.4,2665.9
ALL,195.0,78,27,0.01,0.024,1555.6,3075.9,1074.7,2952.4
ALL,195.0,80,30,0.01,0.02,1543.2,3200.5,1143.7,2623.8
ALL,195.0,82,24,0.01,0.037,761.1,2288.3,988.1,1933.0
ALL,195.0,84,23,0.01,0.04,1131.4,2582.3,1162.3,3415.1
ALL,195.0,86,17,0.01,0.02,1265.1,2668.6,989.0,3013.8
ALL,195.0,88,15,0.01,0.02,877.5,2029.5,887.1,1962.7
ALL,195.0,90,5,0.01,0.016,2161.2,4750.0,3338.2,5455.0
ALL,195.0,92,3,0.01,0.01,1520.5,2573.3,1322.2,3368.2
ALL,195.0,94,2,0.01,0.01,937.3,1059.1,3060.2,3645.3
ALL,195.0,96,2,0.015,0.019,2045.6,3065.9,6261.8,6489.4
ALL,210.0,4,2,0.015,0.019,15705.0,24181.5,1857.8,2576.4
ALL,210.0,6,5,0.01,0.016,2036.2,2980.9,1772.1,6234.9
ALL,210.0,8,9,0.01,0.01,1754.9,2715.4,904.8,1639.2
ALL,210.0,10,16,0.01,0.025,1411.8,1962.7,1104.5,2851.5
ALL,210.0,12,19,0.01,0.04,1830.7,3775.9,1951.6,4028.7
ALL,210.0,14,18,0.01,0.03,1708.2,3086.2,1181.2,3757.5
ALL,210.0,16,27,0.01,0.03,992.1,2483.5,946.7,2385.9
ALL,210.0,18,36,0.01,0.04,669.0,4075.1,1059.4,4063.7
ALL,210.0,20,27,0.01,0.04,942.6,2879.3,1138.7,2865.6
ALL,210.0,22,47,0.01,0.03,1022.0,3771.2,1079.0,2928.2
ALL,210.0,24,50,0.01,0.031,1243.3,2997.8,1047.8,3830.6
ALL,210.0,26,51,0.01,0.03,926.7,4484.3,1121.7,3351.9
ALL,210.0,28,57,0.01,0.04,959.4,2439.8,793.8,3017.7
ALL,210.0,30,63,0.01,0.04,745.1,1833.9,663.0,2485.2
ALL,210.0,32,56,0.01,0.04,970.8,2721.7,782.6,2121.2
ALL,210.0,34,41,0.01,0.02,829.1,2670.7,1186.7,2919.0
ALL,210.0,36,46,0.01,0.04,785.6,2677.8,859.2,2241.1
ALL,210.0,38,68,0.01,0.036,826.5,2909.3,636.1,2628.1
ALL,210.0,40,55,0.01,0.026,879.0,3117.4,916.8,2676.1
ALL,210.0,42,50,0.01,0.03,850.9,2200.5,1032.8,2601.3
ALL,210.0,44,74,0.01,0.03,866.1,3482.7,811.0,2709.7
ALL,210.0,46,54,0.01,0.02,760.6,2679.5,1096.4,3423.1
ALL,210.0,48,74,0.01,0.027,1042.3,3840.0,937.5,3997.7
ALL,210.0,50,106,0.01,0.02,1319.8,5467.0,1231.1,5000.9
ALL,210.0,52,67,0.01,0.04,1079.2,2981.1,758.3,2748.0
ALL,210.0,54,82,0.01,0.029,815.3,2393.9,735.3,2865.0
ALL,210.0,56,72,0.01,0.04,906.1,2154.7,834.0,2018.1
ALL,210.0,58,53,0.01,0.03,1001.4,2516.0,917.3,2447.2
ALL,210.0,60,63,0.01,0.04,875.1,2718.1,604.2,2493.3
ALL,210.0,62,69,0.01,0.032,835.3,3049.7,1070.0,4330.8
ALL,210.0,64,53,0.01,0.03,923.2,3899.6,889.7,2864.1
ALL,210.0,66,66,0.01,0.04,772.1,2488.7,991.7,2389.8
ALL,210.0,68,64,0.01,0.037,741.8,3063.0,955.1,2458.7
ALL,210.0,70,49,0.01,0.03,1141.9,2434.8,764.1,4890.4
ALL,210.0,72,51,0.01,0.03,1187.4,2788.8,837.5,2839.2
ALL,210.0,74,43,0.01,0.04,755.0,2440.6,1351.0,3474.1
ALL,210.0,76,38,0.01,0.03,1289.2,2273.7,1350.5,3474.9
ALL,210.0,78,35,0.01,0.02,1100.8,2625.1,831.9,2965.7
ALL,210.0,80,30,0.01,0.021,1039.9,1865.0,886.9,1618.9
ALL,210.0,82,36,0.01,0.025,718.8,2942.0,1482.4,3862.7
ALL,210.0,84,21,0.01,0.03,1400.4,2968.3,1459.0,3060.4
ALL,210.0,86,16,0.01,0.025,1577.8,3346.5,1337.8,4356.6
ALL,210.0,88,13,0.01,0.026,1018.7,1728.1,1137.6,1688.1
ALL,210.0,90,7,0.01,0.03,1353.7,2274.1,1253.9,2379.1
ALL,210.0,92,4,0.01,0.017,1015.4,1932.8,1449.3,2434.3
ALL,210.0,94,8,0.01,0.013,1454.4,2885.4,3020.1,8658.3
ALL,225.0,4,6,0.01,0.01,6911.2,7794.4,2262.7,5834.9
ALL,225.0,6,7,0.01,0.014,1500.5,3090.9,1398.7,2008.2
ALL,225.0,8,10,0.01,0.032,1724.9,3383.7,698.8,3513.0
ALL,225.0,10,14,0.01,0.01,2053.9,2793.7,1801.4,3494.4
ALL,225.0,12,15,0.01,0.02,2045.2,2949.2,1020.2,2564.1
ALL,225.0,14,21,0.01,0.04,1002.7,3650.3,1031.8,3135.5
ALL,225.0,16,43,0.01,0.03,922.5,2005.6,799.6,2792.7
ALL,225.0,18,37,0.01,0.034,1122.0,5162.0,1216.7,3176.0
ALL,225.0,20,45,0.01,0.036,1041.3,3377.4,883.9,3177.2
ALL,225.0,22,33,0.01,0.03,1049.4,4372.7,814.7,2707.2
ALL,225.0,24,47,0.01,0.044,923.3,3287.2,697.6,2512.7
ALL,225.0,26,50,0.01,0.041,1086.8,4828.3,1090.6,4365.2
ALL,225.0,28,50,0.01,0.04,895.2,2652.2,754.8,2462.9
ALL,225.0,30,58,0.01,0.03,1088.4,3345.6,795.2,3121.5
ALL,225.0,32,47,0.01,0.044,747.5,2314.5,945.4,2599.0
ALL,225.0,34,56,0.01,0.03,843.4,2888.8,754.9,2043.7
ALL,225.0,36,58,0.01,0.023,925.2,2139.3,803.9,2241.1
ALL,225.0,38,63,0.01,0.04,933.1,3103.8,734.4,2574.9
ALL,225.0,40,64,0.01,0.02,801.6,3521.6,914.8,2686.0
ALL,225.0,42,51,0.01,0.04,1019.0,2573.1,726.8,2161.0
ALL,225.0,44,64,0.01,0.02,867.3,2826.8,731.1,2618.1
ALL,225.0,46,64,0.01,0.027,932.1,2204.7,951.6,2380.0
ALL,225.0,48,71,0.01,0.03,1048.0,4497.7,1062.2,4719.1
ALL,225.0,50,102,0.01,0.02,1447.1,5350.2,1654.1,5719.1
ALL,225.0,52,55,0.01,0.026,952.0,3465.5,814.6,3524.7
ALL,225.0,54,58,0.01,0.02,745.0,2444.0,805.9,2274.4
ALL,225.0,56,74,0.01,0.04,872.4,3405.0,888.1,2677.1
ALL,225.0,58,61,0.01,0.04,874.3,2247.1,961.3,2338.7
ALL,225.0,60,51,0.01,0.03,996.2,1885.1,802.4,2365.7
ALL,225.0,62,64,0.01,0.047,692.1,3333.5,1061.8,3256.9
ALL,225.0,64,68,0.01,0.04,782.8,2644.5,778.2,2406.5
ALL,225.0,66,69,0.01,0.042,800.2,2446.8,937.0,2723.8
ALL,225.0,68,51,0.01,0.02,982.3,3991.7,1216.7,3082.2
ALL,225.0,70,35,0.01,0.026,1195.0,2106.8,1320.1,2097.5
ALL,225.0,72,42,0.01,0.03,968.1,2496.4,968.3,5287.6
ALL,225.0,74,57,0.01,0.04,1015.3,2949.7,791.9,2949.5
ALL,225.0,76,46,0.01,0.04,1057.4,4007.6,1357.6,3795.7
ALL,225.0,78,41,0.01,0.02,1068.2,2321.9,1266.6,2280.0
ALL,225.0,80,25,0.01,0.016,1420.0,2502.4,919.4,3102.5
ALL,225.0,82,40,0.01,0.03,913.6,2878.9,1200.4,2967.1
ALL,225.0,84,24,0.01,0.02,1360.9,2938.1,804.7,3727.0
ALL,225.0,86,16,0.01,0.035,1249.2,2772.4,1325.2,2957.5
ALL,225.0,88,16,0.01,0.03,647.1,1245.9,1038.4,2808.6
ALL,225.0,90,7,0.01,0.02,973.3,2006.1,2941.7,3734.3
ALL,225.0,92,10,0.01,0.03,727.8,1437.6,2063.3,3159.9
ALL,225.0,94,3,0.01,0.01,1605.0,5444.1,3120.4,3575.3
ALL,225.0,96,2,0.01,0.01,1972.3,2065.7,19581.9,30890.5
ALL,240.0,4,4,0.01,0.01,7678.3,10397.6,2148.9,2890.5
ALL,240.0,6,10,0.01,0.027,2280.7,3828.0,2043.8,4182.6
ALL,240.0,8,11,0.01,0.04,1757.9,4126.7,1292.6,3065.8
ALL,240.0,10,18,0.01,0.013,2229.4,3866.0,1528.2,3553.6
ALL,240.0,12,21,0.01,0.02,1558.4,3026.2,1238.4,3749.3
ALL,240.0,14,32,0.01,0.03,981.9,2257.1,775.7,1847.7
ALL,240.0,16,24,0.01,0.034,784.5,2555.7,991.7,3130.7
ALL,240.0,18,44,0.01,0.037,1694.3,4062.2,1113.4,4059.0
ALL,240.0,20,44,0.01,0.03,927.2,3683.2,1059.2,4216.8
ALL,240.0,22,32,0.01,0.04,757.4,2644.2,803.8,2657.1
ALL,240.0,24,47,0.01,0.044,663.6,2220.7,768.3,2703.0
ALL,240.0,26,46,0.01,0.03,1014.1,4260.0,807.8,3158.1
ALL,240.0,28,61,0.01,0.03,859.2,2523.9,1089.9,2412.1
ALL,240.0,30,57,0.01,0.03,1012.5,3094.5,1168.2,2572.7
ALL,240.0,32,71,0.01,0.03,940.5,2441.9,942.1,2415.5
ALL,240.0,34,46,0.01,0.035,968.2,4482.2,1090.9,5630.4
ALL,240.0,36,67,0.01,0.03,977.3,3197.4,1024.4,3697.0
ALL,240.0,38,57,0.01,0.04,855.5,2583.9,744.0,2244.2
ALL,240.0,40,52,0.01,0.03,719.8,1891.0,704.1,1821.3
ALL,240.0,42,48,0.01,0.02,831.4,3218.8,927.4,3671.1
ALL,240.0,44,49,0.01,0.04,779.7,1843.9,747.9,1958.9
ALL,240.0,46,70,0.01,0.031,1089.2,2580.3,1069.7,4261.8
ALL,240.0,48,65,0.01,0.03,1202.7,6699.0,993.9,4614.0
ALL,240.0,50,96,0.01,0.02,1474.3,5618.4,1367.1,5727.2
ALL,240.0,52,69,0.01,0.03,616.0,2630.5,847.2,2231.6
ALL,240.0,54,62,0.01,0.03,744.0,2499.5,548.1,2101.4
ALL,240.0,56,67,0.01,0.05,849.6,2895.1,694.5,2585.9
ALL,240.0,58,47,0.01,0.03,1087.3,3021.8,940.5,2437.7
ALL,240.0,60,58,0.01,0.043,697.8,2177.5,680.7,2095.1
ALL,240.0,62,59,0.01,0.042,869.6,2841.6,1006.8,3325.4
ALL,240.0,64,60,0.01,0.04,1060.8,2540.6,859.3,2519.3
ALL,240.0,66,49,0.01,0.042,1358.7,3689.8,847.0,3696.3
ALL,240.0,68,59,0.01,0.03,947.5,2615.1,914.5,3001.9
ALL,240.0,70,44,0.01,0.047,787.7,2932.1,871.1,2349.3
ALL,240.0,72,46,0.01,0.035,873.0,2022.8,1004.9,2623.6
ALL,240.0,74,45,0.01,0.04,1594.8,3168.1,755.7,2694.4
ALL,240.0,76,55,0.01,0.026,947.6,3443.0,1339.8,3292.9
ALL,240.0,78,44,0.01,0.027,888.7,2715.9,1195.5,3510.1
ALL,240.0,80,38,0.01,0.02,1327.7,3644.5,1032.5,2607.3
ALL,240.0,82,27,0.01,0.014,843.7,2522.1,1048.7,1896.3
ALL,240.0,84,21,0.01,0.02,1369.8,4463.9,1223.1,3745.0
ALL,240.0,86,24,0.01,0.03,869.3,2783.1,1355.5,3312.8
ALL,240.0,88,19,0.01,0.02,1057.1,3370.6,906.6,2218.4
ALL,240.0,90,11,0.01,0.02,1010.0,1924.1,1708.7,2049.3
ALL,240.0,92,12,0.01,0.019,1272.1,2025.0,2263.4,3533.7
ALL,240.0,96,3,0.01,0.01,3378.8,6195.1,9352.9,27708.2
ALL,255.0,4,7,0.01,0.01,3637.9,6599.4,1659.8,2966.1
ALL,255.0,6,8,0.01,0.016,3096.5,5094.8,1285.7,3119.0
ALL,255.0,8,19,0.01,0.042,1922.0,4430.9,856.3,3043.3
ALL,255.0,10,16,0.01,0.015,1307.5,2084.8,1234.0,2396.7
ALL,255.0,12,20,0.01,0.031,1483.0,3030.4,1142.5,4780.2
ALL,255.0,14,30,0.01,0.03,926.8,3307.6,703.3,3336.8
ALL,255.0,16,33,0.01,0.038,928.8,2716.0,1089.2,2183.4
ALL,255.0,18,36,0.01,0.03,991.2,2555.8,880.3,2966.2
ALL,255.0,20,45,0.01,0.04,902.0,4779.0,1147.5,4166.6
ALL,255.0,22,47,0.01,0.034,998.2,1995.0,878.0,1885.7
ALL,255.0,24,58,0.01,0.02,804.2,3114.5,830.2,2764.1
ALL,255.0,26,63,0.01,0.028,869.7,3056.7,998.8,2675.4
ALL,255.0,28,43,0.01,0.02,770.2,2517.3,836.0,2968.6
ALL,255.0,30,50,0.01,0.031,1013.8,3029.1,814.6,2800.0
ALL,255.0,32,64,0.01,0.04,718.8,2040.2,834.6,3111.3
ALL,255.0,34,56,0.01,0.025,767.2,3619.7,1042.7,2713.1
ALL,255.0,36,47,0.01,0.03,783.7,3188.2,591.5,2277.3
ALL,255.0,38,57,0.01,0.03,729.2,3477.8,910.5,3189.6
ALL,255.0,40,50,0.01,0.03,625.7,1949.4,867.8,2394.6
ALL,255.0,42,56,0.01,0.05,863.0,3695.6,690.5,2052.3
ALL,255.0,44,61,0.01,0.02,881.0,2671.8,1177.3,2510.9
ALL,255.0,46,52,0.01,0.02,1143.8,3905.8,1014.7,4515.2
ALL,255.0,48,68,0.01,0.02,1148.2,4756.8,999.2,4104.7
ALL,255.0,50,78,0.01,0.02,2125.0,5599.9,1698.4,5747.5
ALL,255.0,52,63,0.01,0.028,811.0,2301.3,797.3,2428.4
ALL,255.0,54,60,0.01,0.04,737.1,2124.4,947.0,3955.7
ALL,255.0,56,53,0.01,0.058,761.3,2474.2,908.9,2502.2
ALL,255.0,58,53,0.01,0.03,664.1,2509.2,909.8,2720.0
ALL,255.0,60,62,0.01,0.039,660.7,2750.4,789.3,2212.7
ALL,255.0,62,61,0.01,0.03,812.7,2305.5,782.3,2179.2
ALL,255.0,64,60,0.01,0.02,1063.5,2692.9,917.9,3364.3
ALL,255.0,66,45,0.01,0.046,823.3,2560.6,1114.6,2127.2
